"CO2 emisija, g/km",Color,Body type,Price,Catalytic converter,Tinted windows,First registration,Driven wheels,Fuel type,LED headlights,ESP,Fog lights,Number of seats,Mileage,Gearbox,Alarm,Electric mirrors,Heated mirrors,Lane Departure Warning,Fuel consuption Urban l/100 km,Boot cover,Start-Stop system,Tow hook,LED daytime running lights,Immobilizer,Hill-start assist control,Multifunctional steering wheel,Adaptive Cruise Control,Automatic headlamps,LCD monitor,MP3 player,Road sign recognition,Dimming mirror,AUX input,URL,ISOFIX mounts,Fuel consuption combined l/100 km,Rainfall sensor,Traction control system,Rear view camera,Cruise control,First registration country,Electric seats,Fuel consuption out-of-city l/100 km,Make,Model,Engine Power KW,Engine size in Cm3,car_id
145,White,Hatchback,17550,0,1,2021,Front wheel drive (FWD),Petrol,0,1,1,5,71705,Automatic,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,https://en.autoplius.lt/ads/volkswagen-t-cross-1-0-l-hatchback-2021-petrol-26911239.html,0,0,0,1,1,1,0,0,0,Volkswagen,T-Cross,81.0,Very Low,6488
145,White,Hatchback,17550,0,1,2021,Front wheel drive (FWD),Petrol,0,1,1,5,70955,Automatic,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,https://en.autoplius.lt/ads/volkswagen-t-cross-1-0-l-hatchback-2021-petrol-27019687.html,0,0,0,1,1,1,0,0,0,Volkswagen,T-Cross,81.0,Very Low,6489
151,White,Off-road / Crossover,17555,0,0,2016,All wheel (4х4),Petrol,1,1,1,5,80328,Automatic,1,1,0,0,"8,2",0,0,0,1,1,0,0,0,0,1,1,0,0,0,https://en.autoplius.lt/ads/mercedes-benz-gla250-2-0-l-off-road-crossover-2016-petrol-26888799.html,1,"6,5",0,1,1,0,0,0,55,Mercedes-Benz,GLA250,155.0,Very Low,6490
86,Gray / silver,Off-road / Crossover,17590,1,1,2017,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,140815,Automatic,0,1,1,1,"3,4",1,0,0,1,1,1,1,1,1,1,0,1,1,1,https://en.autoplius.lt/ads/toyota-c-hr-1-8-l-off-road-crossover-2017-gasoline-electricity-20677912.html,1,"3,8",1,1,1,1,Italy,0,41,Toyota,C-HR,90.0,Low,6491
30,Red / crimson,Wagon,17590,1,1,2020,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,148588,Automatic,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/volkswagen-passat-1-4-l-wagon-2020-gasoline-electricity-27170943.html,1,"1,3",1,1,1,1,Germany,1,0,Volkswagen,Passat,160.0,Very Low,6492
122,White,Off-road / Crossover,17600,1,1,2021,Front wheel drive (FWD),Diesel,1,1,0,5,141000,Manual,0,1,0,1,"4,9",0,1,0,1,1,1,0,1,1,1,0,1,0,1,https://en.autoplius.lt/ads/peugeot-3008-1-5-l-off-road-crossover-2021-diesel-27116217.html,0,"4,6",1,0,1,1,France,0,46,Peugeot,3008,96.0,Low,6493
49,Gray / silver,Off-road / Crossover,17600,0,1,2022,All wheel (4х4),Petrol / electricity,0,1,0,5,77528,Automatic,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,https://en.autoplius.lt/ads/jeep-renegade-1-3-l-off-road-crossover-2022-gasoline-electricity-27161247.html,1,"2,1",1,1,1,1,Germany,0,0,Jeep,Renegade,177.0,Very Low,6494
122,Gray / silver,Wagon,17600,0,0,2022,Front wheel drive (FWD),Diesel,0,0,0,5,14419,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/renault-megane-1-5-l-wagon-2022-diesel-25234961.html,0,"4,7",0,0,0,1,France,0,0,Renault,Megane,85.0,Very Low,6495
140,Yellow / gold,Off-road / Crossover,17600,1,0,2018,Front wheel drive (FWD),Petrol,1,0,1,5,137081,Automatic,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,https://en.autoplius.lt/ads/volkswagen-tiguan-1-4-l-off-road-crossover-2018-petrol-27186513.html,0,0,1,0,0,1,Lithuania,0,0,Volkswagen,Tiguan,110.0,Very Low,6496
157,White,Off-road / Crossover,17650,1,1,2014,All wheel (4х4),Diesel,0,1,1,5,127554,Automatic,1,1,1,1,"6,7",1,1,0,0,0,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/bmw-x3-3-0-l-off-road-crossover-2014-diesel-27220831.html,1,6,1,1,1,1,Germany,1,55,BMW,X3,230.0,Low,6497
101,White,Hatchback,17650,0,1,2019,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,222000,Automatic,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,https://en.autoplius.lt/ads/lexus-ct-200h-1-8-l-hatchback-2019-gasoline-electricity-27162785.html,1,0,1,1,1,1,Holland,1,0,Lexus,CT 200h,100.0,Very Low,6498
159,Black,Hatchback,17650,0,0,2006,Front wheel drive (FWD),Diesel,0,0,0,5,261000,Automatic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-3-0-l-wagon-2017-diesel-27230389.html,0,0,0,0,0,1,Holland,0,0,Volkswagen,Golf Plus,77.0,Low,6499
138,Black,Wagon,17650,1,1,2017,All wheel (4х4),Diesel,0,1,1,5,200578,Automatic,1,1,1,1,6,1,1,0,1,0,1,1,1,1,0,1,0,1,1,https://en.autoplius.lt/ads/audi-a6-3-0-l-wagon-2017-diesel-27230389.html,1,"5,3",1,1,1,1,Germany,0,48,Audi,A6,200.0,Low,6500
126,Blue,Hatchback,17699,1,0,2017,Rear wheel drive (RWD),Petrol,1,1,1,5,72000,Automatic,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,https://en.autoplius.lt/ads/bmw-120-2-0-l-hatchback-2017-petrol-24841625.html,1,0,1,0,1,1,Germany,0,0,BMW,120,135.0,Low,6501
131,Black,Saloon / sedan,17700,0,0,2021,Front wheel drive (FWD),Petrol,1,1,0,5,149912,Automatic,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-passat-1-5-l-saloon-sedan-2021-petrol-27083465.html,0,0,1,1,0,1,Lithuania,0,0,Volkswagen,Passat,110.0,Very Low,6502
188,Blue,Off-road / Crossover,17700,1,1,2019,All wheel (4х4),Petrol,1,1,1,5,160000,Automatic,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/subaru-forester-2-5-l-off-road-crossover-2019-petrol-27108069.html,1,"7,1",1,0,1,1,0,1,0,Subaru,Forester,134.0,Very Low,6503
92,Blue,Hatchback,17700,1,1,2021,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,24800,Automatic,1,1,0,1,"2,7",1,0,0,1,1,1,1,0,1,1,1,1,0,0,https://en.autoplius.lt/ads/toyota-yaris-1-5-l-hatchback-2021-gasoline-electricity-27053623.html,1,"3,2",1,1,1,1,Italy,0,36,Toyota,Yaris,85.0,Very Low,6504
131,Gray / silver,Off-road / Crossover,17700,0,1,2022,Front wheel drive (FWD),Petrol,1,1,1,5,13615,Automatic,0,1,1,0,6,0,1,0,1,1,0,1,1,0,1,0,0,1,1,https://en.autoplius.lt/ads/renault-arkana-1-3-l-off-road-crossover-2022-petrol-27196303.html,1,"5,7",1,1,1,1,Lithuania,0,5,Renault,Arkana,103.0,Very Low,6505
0,White,Off-road / Crossover,17700,1,1,2014,All wheel (4х4),Diesel,0,1,1,5,341000,Automatic,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,https://en.autoplius.lt/ads/bmw-x5-3-0-l-off-road-crossover-2014-diesel-27225113.html,1,0,1,1,1,1,Germany,1,0,BMW,X5,230.0,Low,6506
112,White,Wagon,17700,1,1,2019,Rear wheel drive (RWD),Diesel,1,1,1,5,242756,Automatic,1,1,1,1,"5,5",1,1,0,1,1,0,1,0,1,1,0,1,1,1,https://en.autoplius.lt/ads/mercedes-benz-c200-1-6-l-wagon-2019-diesel-26203496.html,1,"4,7",1,1,1,1,France,1,42,Mercedes-Benz,C200,118.0,Very Low,6507
141,Blue,Off-road / Crossover,17727,1,0,2022,Front wheel drive (FWD),Diesel,0,1,1,5,130361,Automatic,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,https://en.autoplius.lt/ads/ford-kuga-1-5-l-off-road-crossover-2022-diesel-27095383.html,1,0,1,1,1,1,France,0,0,Ford,Kuga,88.0,Low,6508
128,White,Off-road / Crossover,17750,1,1,2020,Front wheel drive (FWD),Diesel,1,1,1,5,197000,Automatic,1,1,1,1,"5,5",1,1,0,1,1,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/peugeot-5008-1-5-l-off-road-crossover-2020-diesel-27032251.html,1,"4,9",1,1,1,1,0,0,48,Peugeot,5008,96.0,Low,6509
86,Blue,Off-road / Crossover,17750,1,1,2019,Front wheel drive (FWD),Petrol / electricity,0,1,1,5,163741,Automatic,0,1,1,1,"3,4",1,0,0,1,1,1,1,1,1,1,1,1,0,1,https://en.autoplius.lt/ads/toyota-c-hr-1-8-l-off-road-crossover-2019-gasoline-electricity-27012031.html,1,"3,8",1,1,1,1,France,0,41,Toyota,C-HR,90.0,Low,6510
0,Gray / silver,Wagon,17750,1,1,2020,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,70000,Automatic,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/volkswagen-passat-1-4-l-wagon-2020-gasoline-electricity-27194873.html,1,0,1,1,1,1,Germany,0,0,Volkswagen,Passat,160.0,Very Low,6511
138,Gray / silver,Saloon / sedan,17799,1,1,2017,All wheel (4х4),Petrol,1,1,1,5,102300,Automatic,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,https://en.autoplius.lt/ads/bmw-330-2-0-l-saloon-sedan-2017-petrol-26974791.html,1,0,1,1,1,1,USA,1,0,BMW,330,185.0,Low,6512
68,Gray / silver,Hatchback,17800,0,1,2022,Front wheel drive (FWD),Petrol / electricity,0,0,1,5,25000,Automatic,0,1,1,1,"2,9",1,0,0,1,1,1,1,1,1,0,0,1,0,1,https://en.autoplius.lt/ads/toyota-yaris-1-5-l-hatchback-2022-gasoline-electricity-27210963.html,1,0,1,1,1,1,Italy,0,4,Toyota,Yaris,126.0,Very Low,6513
165,Blue,Off-road / Crossover,17800,1,1,2017,Front wheel drive (FWD),Petrol,1,1,0,5,73000,Automatic,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,https://en.autoplius.lt/ads/mazda-cx-5-2-5-l-off-road-crossover-2017-petrol-27166155.html,1,0,1,1,1,1,USA,1,0,Mazda,CX-5,139.0,Very Low,6514
97,White,Hatchback,17800,0,0,2021,Front wheel drive (FWD),Petrol / electricity,0,1,1,5,67122,Automatic,0,1,0,1,3,0,1,0,1,0,1,0,0,1,1,0,1,0,1,https://en.autoplius.lt/ads/toyota-yaris-1-5-l-hatchback-2021-gasoline-electricity-26894217.html,1,"3,8",1,1,1,1,0,0,4,Toyota,Yaris,85.0,Very Low,6515
151,Gray / silver,Wagon,17800,0,1,2018,Rear wheel drive (RWD),Diesel,0,0,0,5,243000,Automatic,0,1,0,1,"6,8",1,1,0,1,1,0,1,1,1,1,0,1,1,0,https://en.autoplius.lt/ads/mercedes-benz-e350-3-0-l-wagon-2018-diesel-25980582.html,1,"5,8",1,0,1,1,France,1,52,Mercedes-Benz,E350,190.0,Low,6516
134,Black,Wagon,17850,1,1,2019,All wheel (4х4),Diesel,0,1,1,5,89650,Automatic,1,1,1,1,"5,8",1,1,1,1,0,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/mazda-6-2-2-l-wagon-2019-diesel-24642754.html,1,"5,1",1,1,1,1,0,0,46,Mazda,6,110.0,Very Low,6517
86,White,Off-road / Crossover,17850,0,1,2018,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,140700,Automatic,0,1,1,1,"4,5",1,0,0,1,1,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/toyota-c-hr-1-8-l-off-road-crossover-2018-gasoline-electricity-27120273.html,1,5,1,1,1,1,Italy,0,55,Toyota,C-HR,90.0,Low,6518
148,Black,Wagon,17888,1,1,2020,All wheel (4х4),Diesel,1,1,1,5,289333,Automatic,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,https://en.autoplius.lt/ads/volvo-v90-cross-country-2-0-l-wagon-2020-diesel-27222655.html,1,"5,6",1,1,1,1,Germany,1,0,Volvo,V90 Cross Country,173.0,Low,6519
117,Black,Off-road / Crossover,17890,1,0,2017,Front wheel drive (FWD),Petrol,1,1,0,5,44000,Automatic,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,https://en.autoplius.lt/ads/audi-q2-1-0-l-off-road-crossover-2017-petrol-27119105.html,1,0,1,1,0,0,Germany,0,0,Audi,Q2,85.0,Very Low,6520
117,Black,Off-road / Crossover,17890,1,0,2017,Front wheel drive (FWD),Petrol,1,1,0,5,44000,Automatic,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,https://en.autoplius.lt/ads/audi-q2-1-0-l-off-road-crossover-2017-petrol-27119105.html,1,0,1,1,0,0,Germany,0,0,Audi,Q2,85.0,Very Low,6521
86,Gray / silver,Hatchback,17900,1,1,2019,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,87500,Automatic,0,1,1,1,"3,8",1,1,0,1,1,1,1,1,1,1,0,1,1,0,https://en.autoplius.lt/ads/toyota-c-hr-1-8-l-hatchback-2019-gasoline-electricity-27173469.html,1,5,1,1,1,1,Germany,1,56,Toyota,C-HR,90.0,Low,6522
129,Red / crimson,Off-road / Crossover,17900,0,0,2017,Front wheel drive (FWD),Diesel,1,1,1,5,167527,Automatic,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,https://en.autoplius.lt/ads/volkswagen-tiguan-2-0-l-off-road-crossover-2017-diesel-27201947.html,0,0,1,1,1,1,0,0,0,Volkswagen,Tiguan,110.0,Low,6523
145,Gray / silver,Off-road / Crossover,17900,0,1,2023,Front wheel drive (FWD),Petrol,0,1,0,5,48993,Automatic,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-t-cross-1-0-l-off-road-crossover-2023-petrol-27203543.html,0,0,1,1,1,1,0,0,0,Volkswagen,T-Cross,81.0,Very Low,6524
189,Black,Off-road / Crossover,17900,0,1,2012,All wheel (4х4),Diesel,0,1,0,5,267346,Automatic,0,1,1,0,"8,7",1,0,1,1,1,0,1,0,1,0,0,0,1,1,https://en.autoplius.lt/ads/porsche-cayenne-3-0-l-off-road-crossover-2012-diesel-27051263.html,1,"7,4",1,0,0,1,0,1,66,Porsche,Cayenne,180.0,Low,6525
127,Gray / silver,Saloon / sedan,17900,1,0,2018,Front wheel drive (FWD),Diesel,1,1,1,5,155000,Automatic,0,1,1,0,"5,8",0,1,1,1,1,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/volvo-s90-2-0-l-saloon-sedan-2018-diesel-26718633.html,1,"4,8",1,0,0,1,Holland,0,42,Volvo,S90,110.0,Low,6526
77,Gray / silver,Saloon / sedan,17900,0,0,2020,Front wheel drive (FWD),Petrol / electricity,0,1,1,5,91042,Automatic,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,https://en.autoplius.lt/ads/toyota-corolla-1-8-l-saloon-sedan-2020-gasoline-electricity-27058935.html,1,0,0,1,1,1,0,0,0,Toyota,Corolla,90.0,Low,6527
77,Gray / silver,Other,17900,0,0,2020,Front wheel drive (FWD),Petrol / electricity,0,1,1,5,98005,Automatic,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,https://en.autoplius.lt/ads/toyota-corolla-1-8-l-other-2020-gasoline-electricity-27118235.html,1,0,0,1,1,1,0,0,0,Toyota,Corolla,90.0,Low,6528
116,Blue,Off-road / Crossover,17900,0,1,2021,Front wheel drive (FWD),Petrol,0,1,0,6,63606,Automatic,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/skoda-kamiq-1-5-l-off-road-crossover-2021-petrol-27196939.html,1,0,0,1,0,1,0,0,0,Skoda,Kamiq,110.0,Very Low,6529
175,Gray / silver,Off-road / Crossover,17900,1,1,2020,Front wheel drive (FWD),Petrol,1,1,1,5,84353,Automatic,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/mitsubishi-outlander-2-0-l-off-road-crossover-2020-petrol-27222191.html,1,0,1,1,1,1,Germany,1,0,Mitsubishi,Outlander,110.0,Low,6530
76,Red / crimson,Wagon,17900,1,0,2021,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,48323,Automatic,0,1,1,1,"3,5",1,1,0,1,1,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/toyota-corolla-1-8-l-wagon-2021-gasoline-electricity-27218085.html,1,"3,3",1,1,1,1,France,0,32,Toyota,Corolla,90.0,Low,6531
0,Red / crimson,Hatchback,17900,0,0,2021,0,Petrol / electricity,0,1,1,0,40222,Automatic,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,https://en.autoplius.lt/ads/toyota-yaris-1-5-l-hatchback-2021-gasoline-electricity-26359622.html,1,0,1,1,1,1,0,0,0,Toyota,Yaris,85.0,Very Low,6532
113,Black,Hatchback,17900,1,1,2020,Front wheel drive (FWD),Petrol,0,1,1,5,43000,Automatic,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,https://en.autoplius.lt/ads/skoda-octavia-1-5-l-hatchback-2020-petrol-26874179.html,1,0,0,1,0,1,Lithuania,0,0,Skoda,Octavia,110.0,Very Low,6533
153,White,Off-road / Crossover,17900,1,1,2019,Front wheel drive (FWD),Petrol,1,1,0,5,91700,Automatic,0,1,1,1,"8,5",1,1,0,1,1,1,1,1,1,1,0,1,1,1,https://en.autoplius.lt/ads/kia-sportage-1-6-l-off-road-crossover-2019-petrol-27134259.html,1,"6,5",1,1,1,1,Lithuania,0,55,Kia,Sportage,130.0,Very Low,6534
278,White,Off-road / Crossover,17900,0,1,2011,All wheel (4х4),Petrol,0,1,1,5,121500,Automatic,1,1,1,0,"14,7",0,0,0,0,1,0,1,0,1,0,0,0,0,1,https://en.autoplius.lt/ads/toyota-fj-cruiser-4-0-l-off-road-crossover-2011-petrol-26132972.html,0,"11,4",1,1,1,1,0,0,124,Toyota,FJ Cruiser,191.0,Very Low,6535
113,White,Wagon,17900,0,0,2020,Front wheel drive (FWD),Petrol / electricity,0,0,1,5,77194,Automatic,0,1,0,1,5,0,1,0,1,0,1,0,1,1,1,1,1,0,1,https://en.autoplius.lt/ads/toyota-corolla-1-8-l-wagon-2020-gasoline-electricity-26715181.html,0,5,1,1,1,1,0,0,5,Toyota,Corolla,90.0,Low,6536
106,Gray / silver,Hatchback,17900,1,0,2020,Front wheel drive (FWD),Petrol / electricity,1,1,0,5,99570,Automatic,1,1,1,1,6,1,1,0,1,1,1,1,1,1,1,0,1,1,1,https://en.autoplius.lt/ads/volkswagen-golf-1-5-l-hatchback-2020-gasoline-electricity-26957519.html,1,5,1,1,1,1,Lithuania,0,4,Volkswagen,Golf,110.0,Very Low,6537
158,Black,Coupe,17900,1,1,2016,Rear wheel drive (RWD),Petrol,0,1,1,4,56700,Automatic,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,https://en.autoplius.lt/ads/bmw-428-2-0-l-coupe-2016-petrol-26816527.html,1,0,1,1,1,1,USA,1,0,BMW,428,180.0,Very Low,6538
87,Green / olive,Saloon / sedan,17900,1,1,2019,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,76268,Automatic,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,https://en.autoplius.lt/ads/toyota-corolla-1-8-l-saloon-sedan-2019-gasoline-electricity-26938069.html,1,0,1,1,1,1,Lithuania,0,0,Toyota,Corolla,72.0,Low,6539
0,Black,Coupe,17900,0,0,2021,0,Diesel,0,0,0,0,178000,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/bmw-216-1-5-l-coupe-2021-diesel-26874875.html,0,0,0,0,0,0,0,0,0,BMW,216,85.0,Very Low,6540
162,White,Off-road / Crossover,17900,0,0,2020,Front wheel drive (FWD),Petrol,0,0,0,5,200000,Automatic,0,0,0,0,"9,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volvo-xc40-1-5-l-off-road-crossover-2020-petrol-27132245.html,0,"7,2",0,0,0,1,Holland,0,67,Volvo,XC40,95.0,Very Low,6541
26,Gray / silver,Hatchback,17900,1,0,2022,Front wheel drive (FWD),Petrol / electricity,0,1,0,5,73230,Automatic,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,https://en.autoplius.lt/ads/hyundai-ioniq-1-6-l-hatchback-2022-gasoline-electricity-26683789.html,1,"1,1",0,1,1,1,Germany,0,0,Hyundai,IONIQ,104.0,Very Low,6542
177,White,Off-road / Crossover,17900,1,1,2017,All wheel (4х4),Diesel,0,1,1,5,150287,Automatic,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/kia-sorento-2-2-l-off-road-crossover-2017-diesel-26953979.html,1,0,1,1,1,1,Germany,1,0,Kia,Sorento,147.0,Very Low,6543
166,Gray / silver,Off-road / Crossover,17900,1,1,2018,All wheel (4х4),Diesel,1,1,1,5,210000,Automatic,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/volvo-xc40-2-0-l-off-road-crossover-2018-diesel-27188637.html,1,0,1,1,1,1,France,1,0,Volvo,XC40,140.0,Low,6544
121,Gray / silver,Hatchback,17900,1,1,2019,Front wheel drive (FWD),Diesel,1,1,0,5,79000,Automatic,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/volvo-v40-cross-country-2-0-l-hatchback-2019-diesel-27096617.html,1,"5,6",1,1,1,1,0,1,0,Volvo,V40 Cross Country,110.0,Low,6545
148,Gray / silver,Off-road / Crossover,17900,0,0,2016,All wheel (4х4),Diesel,0,1,1,5,167000,Automatic,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,https://en.autoplius.lt/ads/bmw-x5-2-0-l-off-road-crossover-2016-diesel-27207339.html,1,0,1,0,1,1,Italy,1,0,BMW,X5,155.0,Low,6546
143,White,Off-road / Crossover,17900,1,1,2016,All wheel (4х4),Diesel,1,1,1,5,275000,Automatic,1,1,1,0,"5,5",1,1,1,1,1,1,1,0,1,1,1,1,1,1,https://en.autoplius.lt/ads/mercedes-benz-glc220-2-1-l-off-road-crossover-2016-diesel-27226541.html,1,5,1,1,1,1,Holland,1,47,Mercedes-Benz,GLC220,125.0,Low,6547
0,Black,Wagon,17900,0,0,2017,All wheel (4х4),Diesel,1,0,0,0,319000,Automatic,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,https://en.autoplius.lt/ads/mercedes-benz-e-class-all-terrain-2-0-l-wagon-2017-diesel-26994135.html,1,0,1,0,1,1,France,1,0,Mercedes-Benz,E-Class All-Terrain,143.0,Very Low,6548
129,Black,Off-road / Crossover,17900,0,1,2016,All wheel (4х4),Diesel,1,1,0,5,290000,Automatic,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,https://en.autoplius.lt/ads/mercedes-benz-glc220-2-2-l-off-road-crossover-2016-diesel-26961277.html,1,0,1,1,1,1,0,1,0,Mercedes-Benz,GLC220,125.0,Very Low,6549
68,Gray / silver,Hatchback,17900,0,0,2021,Front wheel drive (FWD),Petrol / electricity,0,0,1,5,60000,Automatic,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,https://en.autoplius.lt/ads/toyota-yaris-1-5-l-hatchback-2021-gasoline-electricity-27207283.html,1,0,0,0,1,1,Lithuania,0,0,Toyota,Yaris,68.0,Very Low,6550
134,Gray / silver,Off-road / Crossover,17900,0,0,2020,All wheel (4х4),Diesel,0,1,1,5,174300,Automatic,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,https://en.autoplius.lt/ads/volkswagen-tiguan-2-0-l-off-road-crossover-2020-diesel-27207139.html,1,0,0,1,0,1,Lithuania,0,0,Volkswagen,Tiguan,110.0,Low,6551
129,Red / crimson,Off-road / Crossover,17900,0,0,2017,Front wheel drive (FWD),Diesel,1,1,1,5,167527,Automatic,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,https://en.autoplius.lt/ads/volkswagen-tiguan-2-0-l-off-road-crossover-2017-diesel-27201947.html,0,0,1,1,1,1,0,0,0,Volkswagen,Tiguan,110.0,Low,6552
114,Blue,Wagon,17908,1,0,2020,Rear wheel drive (RWD),Diesel,1,1,1,5,162646,Automatic,1,1,1,1,"4,8",0,1,0,1,1,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/bmw-318-2-0-l-wagon-2020-diesel-26297644.html,1,"4,4",1,1,0,1,0,0,41,BMW,318,110.0,Low,6553
139,Black,Hatchback,17908,1,1,2020,Front wheel drive (FWD),Petrol,1,1,1,5,128000,Automatic,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/mercedes-benz-a180-1-3-l-hatchback-2020-petrol-26894159.html,1,0,1,0,1,1,Holland,0,0,Mercedes-Benz,A180,100.0,Very Low,6554
113,Black,Hatchback,17908,1,1,2020,Front wheel drive (FWD),Petrol,1,1,1,5,142000,Automatic,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/bmw-118-1-5-l-hatchback-2020-petrol-26808507.html,1,0,1,0,0,1,Holland,0,0,BMW,118,103.0,Low,6555
86,Gray / silver,Off-road / Crossover,17950,1,1,2017,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,131000,Automatic,0,1,0,1,"3,4",1,0,0,0,1,1,1,0,1,1,1,0,0,1,https://en.autoplius.lt/ads/toyota-c-hr-1-8-l-off-road-crossover-2017-gasoline-electricity-26967289.html,1,"3,8",1,0,1,1,0,0,41,Toyota,C-HR,90.0,Low,6556
121,Black,Off-road / Crossover,17950,1,1,2019,Front wheel drive (FWD),Diesel,1,1,1,5,234000,Automatic,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,https://en.autoplius.lt/ads/skoda-kodiaq-2-0-l-off-road-crossover-2019-diesel-26893843.html,1,0,1,0,1,1,0,0,0,Skoda,Kodiaq,110.0,Low,6557
145,White,Hatchback,17950,1,1,2018,Front wheel drive (FWD),Petrol,1,1,1,5,132884,Automatic,0,1,1,1,"8,1",0,1,0,1,1,1,1,1,1,1,0,1,1,1,https://en.autoplius.lt/ads/volkswagen-golf-2-0-l-hatchback-2018-petrol-26941519.html,1,"6,3",1,1,1,1,Canada,1,53,Volkswagen,Golf,165.0,Low,6558
144,Brown / beige,Off-road / Crossover,17950,1,1,2017,Front wheel drive (FWD),Petrol,1,1,1,5,84063,Automatic,1,1,1,0,"7,3",1,0,0,1,1,1,1,1,1,1,0,1,1,1,https://en.autoplius.lt/ads/toyota-c-hr-1-2-l-off-road-crossover-2017-petrol-27194427.html,1,"5,9",1,1,1,1,Lithuania,0,51,Toyota,C-HR,85.0,Very Low,6559
