"CO2 emisija, g/km",Color,Body type,Price,Catalytic converter,Tinted windows,First registration,Driven wheels,Fuel type,LED headlights,ESP,Fog lights,Number of seats,Mileage,Gearbox,Alarm,Electric mirrors,Heated mirrors,Lane Departure Warning,Fuel consuption Urban l/100 km,Boot cover,Start-Stop system,Tow hook,LED daytime running lights,Immobilizer,Hill-start assist control,Multifunctional steering wheel,Adaptive Cruise Control,Automatic headlamps,LCD monitor,MP3 player,Road sign recognition,Dimming mirror,AUX input,URL,ISOFIX mounts,Fuel consuption combined l/100 km,Rainfall sensor,Traction control system,Rear view camera,Cruise control,First registration country,Electric seats,Fuel consuption out-of-city l/100 km,Make,Model,Engine Power KW,Engine size in Cm3,car_id
176,Gray / silver,MPV / minivan,650,0,0,2002,Front wheel drive (FWD),Diesel,0,0,0,7,269000,Manual,0,0,0,0,"8,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-sharan-1-9-l-mpv-minivan-2002-diesel-27211359.html,0,"6,5",0,0,0,0,0,0,55,Volkswagen,Sharan,96.0,Low,62
176,Gray / silver,MPV / minivan,650,0,0,2002,Front wheel drive (FWD),Diesel,0,0,0,7,269000,Manual,0,0,0,0,"8,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-sharan-1-9-l-mpv-minivan-2002-diesel-27211359.html,0,"6,5",0,0,0,0,0,0,55,Volkswagen,Sharan,96.0,Low,63
146,Blue,Saloon / sedan,650,0,0,1996,0,Diesel,0,0,0,0,302744,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a4-1-9-l-saloon-sedan-1996-diesel-26748157.html,0,0,0,0,0,0,0,0,0,Audi,A4,66.0,Low,64
163,Red / crimson,Hatchback,650,0,0,1996,Front wheel drive (FWD),Petrol / LPG,0,0,0,5,200000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a3-1-6-l-hatchback-1996-petrol-gas-26575801.html,0,0,0,0,0,0,0,0,0,Audi,A3,74.0,Very Low,65
0,Gray / silver,Saloon / sedan,650,0,0,2005,Front wheel drive (FWD),Petrol,0,0,0,5,390000,Automatic,0,0,0,0,"13,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"9,5",0,0,0,0,0,0,71,Volvo,S60,125.0,Very Low,66
176,Gray / silver,MPV / minivan,650,0,0,2002,Front wheel drive (FWD),Diesel,0,0,0,7,269000,Manual,0,0,0,0,"8,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"6,5",0,0,0,0,0,0,55,Volkswagen,Sharan,96.0,Low,67
176,Gray / silver,MPV / minivan,650,0,0,2002,Front wheel drive (FWD),Diesel,0,0,0,7,269000,Manual,0,0,0,0,"8,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"6,5",0,0,0,0,0,0,55,Volkswagen,Sharan,96.0,Low,68
146,Blue,Saloon / sedan,650,0,0,1996,0,Diesel,0,0,0,0,302744,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Audi,A4,66.0,Low,69
163,Red / crimson,Hatchback,650,0,0,1996,Front wheel drive (FWD),Petrol / LPG,0,0,0,5,200000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Audi,A3,74.0,Very Low,70
0,Gray / silver,Saloon / sedan,650,0,0,2005,Front wheel drive (FWD),Petrol,0,0,0,5,390000,Automatic,0,0,0,0,"13,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"9,5",0,0,0,0,0,0,71,Volvo,S60,125.0,Very Low,71
176,Gray / silver,MPV / minivan,650,0,0,2002,Front wheel drive (FWD),Diesel,0,0,0,7,269000,Manual,0,0,0,0,"8,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"6,5",0,0,0,0,0,0,55,Volkswagen,Sharan,96.0,Low,72
176,Gray / silver,MPV / minivan,650,0,0,2002,Front wheel drive (FWD),Diesel,0,0,0,7,269000,Manual,0,0,0,0,"8,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"6,5",0,0,0,0,0,0,55,Volkswagen,Sharan,96.0,Low,73
146,Blue,Saloon / sedan,650,0,0,1996,0,Diesel,0,0,0,0,302744,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Audi,A4,66.0,Low,74
163,Red / crimson,Hatchback,650,0,0,1996,Front wheel drive (FWD),Petrol / LPG,0,0,0,5,200000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Audi,A3,74.0,Very Low,75
0,Gray / silver,Saloon / sedan,650,0,0,2005,Front wheel drive (FWD),Petrol,0,0,0,5,390000,Automatic,0,0,0,0,"13,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"9,5",0,0,0,0,0,0,71,Volvo,S60,125.0,Very Low,76
176,Gray / silver,MPV / minivan,650,0,0,2002,Front wheel drive (FWD),Diesel,0,0,0,7,269000,Manual,0,0,0,0,"8,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"6,5",0,0,0,0,0,0,55,Volkswagen,Sharan,96.0,Low,77
176,Gray / silver,MPV / minivan,650,0,0,2002,Front wheel drive (FWD),Diesel,0,0,0,7,269000,Manual,0,0,0,0,"8,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"6,5",0,0,0,0,0,0,55,Volkswagen,Sharan,96.0,Low,78
146,Blue,Saloon / sedan,650,0,0,1996,0,Diesel,0,0,0,0,302744,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Audi,A4,66.0,Low,79
163,Red / crimson,Hatchback,650,0,0,1996,Front wheel drive (FWD),Petrol / LPG,0,0,0,5,200000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Audi,A3,74.0,Very Low,80
157,Blue,Saloon / sedan,700,0,0,1997,Front wheel drive (FWD),Petrol,0,0,0,5,344444,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-passat-1-6-l-saloon-sedan-1997-petrol-26991753.html,0,6,0,0,0,0,0,0,0,Volkswagen,Passat,116.0,Low,81
116,Blue,Saloon / sedan,700,0,0,2015,0,Diesel,0,0,0,0,233000,Automatic,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,https://en.autoplius.lt/ads/volvo-s60-saloon-sedan-2015-diesel-27166725.html,0,0,0,0,0,0,0,0,0,Volvo,S60,116.0,Low,82
0,Gray / silver,Wagon,700,0,0,1996,Front wheel drive (FWD),Diesel,0,0,0,0,300776,Manual,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a4-1-9-l-wagon-1996-diesel-27219761.html,0,0,0,0,0,0,0,0,0,Audi,A4,66.0,Low,83
143,Gray / silver,Saloon / sedan,700,0,0,1994,Front wheel drive (FWD),Diesel,0,0,0,5,600000,Manual,0,0,0,0,"9,9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-100-2-5-l-saloon-sedan-1994-diesel-26976569.html,0,"7,2",0,0,0,0,0,0,53,Audi,100,85.0,Low,84
0,0,Passenger minibus,700,0,0,1997,Front wheel drive (FWD),Diesel,0,0,0,2,370000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-transporter-1-9-l-passenger-minibus-1997-diesel-26713407.html,0,0,0,0,0,0,0,0,0,Volkswagen,Transporter,50.0,Low,85
157,Blue,Saloon / sedan,700,0,0,1997,Front wheel drive (FWD),Petrol,0,0,0,5,344444,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,6,0,0,0,0,0,0,0,Volkswagen,Passat,116.0,Low,86
116,Blue,Saloon / sedan,700,0,0,2015,0,Diesel,0,0,0,0,233000,Automatic,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Volvo,S60,116.0,Low,87
0,Gray / silver,Wagon,700,0,0,1996,Front wheel drive (FWD),Diesel,0,0,0,0,300776,Manual,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Audi,A4,66.0,Low,88
143,Gray / silver,Saloon / sedan,700,0,0,1994,Front wheel drive (FWD),Diesel,0,0,0,5,600000,Manual,0,0,0,0,"9,9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"7,2",0,0,0,0,0,0,53,Audi,100,85.0,Low,89
0,0,Passenger minibus,700,0,0,1997,Front wheel drive (FWD),Diesel,0,0,0,2,370000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Volkswagen,Transporter,50.0,Low,90
157,Blue,Saloon / sedan,700,0,0,1997,Front wheel drive (FWD),Petrol,0,0,0,5,344444,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,6,0,0,0,0,0,0,0,Volkswagen,Passat,116.0,Low,91
116,Blue,Saloon / sedan,700,0,0,2015,0,Diesel,0,0,0,0,233000,Automatic,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Volvo,S60,116.0,Low,92
0,Gray / silver,Wagon,700,0,0,1996,Front wheel drive (FWD),Diesel,0,0,0,0,300776,Manual,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Audi,A4,66.0,Low,93
143,Gray / silver,Saloon / sedan,700,0,0,1994,Front wheel drive (FWD),Diesel,0,0,0,5,600000,Manual,0,0,0,0,"9,9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"7,2",0,0,0,0,0,0,53,Audi,100,85.0,Low,94
0,0,Passenger minibus,700,0,0,1997,Front wheel drive (FWD),Diesel,0,0,0,2,370000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Volkswagen,Transporter,50.0,Low,95
157,Blue,Saloon / sedan,700,0,0,1997,Front wheel drive (FWD),Petrol,0,0,0,5,344444,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,6,0,0,0,0,0,0,0,Volkswagen,Passat,116.0,Low,96
116,Blue,Saloon / sedan,700,0,0,2015,0,Diesel,0,0,0,0,233000,Automatic,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Volvo,S60,116.0,Low,97
0,Gray / silver,Wagon,700,0,0,1996,Front wheel drive (FWD),Diesel,0,0,0,0,300776,Manual,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Audi,A4,66.0,Low,98
143,Gray / silver,Saloon / sedan,700,0,0,1994,Front wheel drive (FWD),Diesel,0,0,0,5,600000,Manual,0,0,0,0,"9,9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"7,2",0,0,0,0,0,0,53,Audi,100,85.0,Low,99
0,0,Passenger minibus,700,0,0,1997,Front wheel drive (FWD),Diesel,0,0,0,2,370000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Volkswagen,Transporter,50.0,Low,100
174,Black,Saloon / sedan,750,1,0,2005,Front wheel drive (FWD),Petrol,0,1,1,5,249800,Manual,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volvo-s40-1-8-l-saloon-sedan-2005-petrol-27149623.html,0,0,0,1,0,0,0,0,0,Volvo,S40,92.0,Very Low,101
155,Gray / silver,Hatchback,750,0,0,2006,Front wheel drive (FWD),Diesel,0,1,1,5,260000,Manual,0,1,1,0,"7,5",1,0,0,0,1,0,1,0,1,0,1,0,1,0,https://en.autoplius.lt/ads/volkswagen-passat-1-9-l-wagon-1996-diesel-27227227.html,1,"5,6",1,1,0,0,0,0,49,Toyota,Avensis,110.0,Very Low,102
0,Other,Passenger minibus,750,0,0,1995,Front wheel drive (FWD),Diesel,0,0,0,9,260360,Manual,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-transporter-2-4-l-passenger-minibus-1995-diesel-27216103.html,0,0,0,0,0,0,0,0,0,Volkswagen,Transporter,57.0,Very Low,103
0,White,Saloon / sedan,750,0,0,1994,Front wheel drive (FWD),Diesel,0,0,0,5,343273,Manual,0,1,0,0,"7,9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-80-1-9-l-saloon-sedan-1994-diesel-26818493.html,0,"6,7",0,0,0,0,0,0,51,Audi,80,55.0,Low,104
170,Brown / beige,Saloon / sedan,750,0,0,2004,Front wheel drive (FWD),Petrol / LPG,0,0,0,5,260000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-bora-1-6-l-saloon-sedan-2004-petrol-gas-27227775.html,0,0,0,0,0,0,France,0,0,Volkswagen,Bora,77.0,Low,105
139,Green / olive,Wagon,750,0,0,1998,Front wheel drive (FWD),Diesel,0,0,0,5,50000,Manual,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-golf-1-9-l-wagon-1998-diesel-27204591.html,0,0,0,0,0,0,Germany,0,0,Volkswagen,Golf,81.0,Low,106
0,Blue,Hatchback,750,1,0,1997,0,Petrol,0,0,0,5,177215,Manual,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/volkswagen-golf-1-4-l-hatchback-1997-petrol-26559660.html,0,"4,5",0,0,0,0,Germany,0,5,Volkswagen,Golf,44.0,Very Low,107
174,Black,Saloon / sedan,750,1,0,2005,Front wheel drive (FWD),Petrol,0,1,1,5,249800,Manual,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,1,0,0,0,0,0,Volvo,S40,92.0,Very Low,108
155,Gray / silver,Hatchback,750,0,0,2006,Front wheel drive (FWD),Diesel,0,1,1,5,260000,Manual,0,1,1,0,"7,5",1,0,0,0,1,0,1,0,1,0,1,0,1,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,"5,6",1,1,0,0,0,0,49,Toyota,Avensis,110.0,Very Low,109
0,Other,Passenger minibus,750,0,0,1995,Front wheel drive (FWD),Diesel,0,0,0,9,260360,Manual,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Volkswagen,Transporter,57.0,Very Low,110
0,White,Saloon / sedan,750,0,0,1994,Front wheel drive (FWD),Diesel,0,0,0,5,343273,Manual,0,1,0,0,"7,9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"6,7",0,0,0,0,0,0,51,Audi,80,55.0,Low,111
170,Brown / beige,Saloon / sedan,750,0,0,2004,Front wheel drive (FWD),Petrol / LPG,0,0,0,5,260000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,France,0,0,Volkswagen,Bora,77.0,Low,112
139,Green / olive,Wagon,750,0,0,1998,Front wheel drive (FWD),Diesel,0,0,0,5,50000,Manual,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,Germany,0,0,Volkswagen,Golf,81.0,Low,113
0,Blue,Hatchback,750,1,0,1997,0,Petrol,0,0,0,5,177215,Manual,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"4,5",0,0,0,0,Germany,0,5,Volkswagen,Golf,44.0,Very Low,114
174,Black,Saloon / sedan,750,1,0,2005,Front wheel drive (FWD),Petrol,0,1,1,5,249800,Manual,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,1,0,0,0,0,0,Volvo,S40,92.0,Very Low,115
155,Gray / silver,Hatchback,750,0,0,2006,Front wheel drive (FWD),Diesel,0,1,1,5,260000,Manual,0,1,1,0,"7,5",1,0,0,0,1,0,1,0,1,0,1,0,1,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,"5,6",1,1,0,0,0,0,49,Toyota,Avensis,110.0,Very Low,116
0,Other,Passenger minibus,750,0,0,1995,Front wheel drive (FWD),Diesel,0,0,0,9,260360,Manual,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Volkswagen,Transporter,57.0,Very Low,117
0,White,Saloon / sedan,750,0,0,1994,Front wheel drive (FWD),Diesel,0,0,0,5,343273,Manual,0,1,0,0,"7,9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"6,7",0,0,0,0,0,0,51,Audi,80,55.0,Low,118
170,Brown / beige,Saloon / sedan,750,0,0,2004,Front wheel drive (FWD),Petrol / LPG,0,0,0,5,260000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,France,0,0,Volkswagen,Bora,77.0,Low,119
139,Green / olive,Wagon,750,0,0,1998,Front wheel drive (FWD),Diesel,0,0,0,5,50000,Manual,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,Germany,0,0,Volkswagen,Golf,81.0,Low,120
0,Blue,Hatchback,750,1,0,1997,0,Petrol,0,0,0,5,177215,Manual,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"4,5",0,0,0,0,Germany,0,5,Volkswagen,Golf,44.0,Very Low,121
174,Black,Saloon / sedan,750,1,0,2005,Front wheel drive (FWD),Petrol,0,1,1,5,249800,Manual,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,1,0,0,0,0,0,Volvo,S40,92.0,Very Low,122
155,Gray / silver,Hatchback,750,0,0,2006,Front wheel drive (FWD),Diesel,0,1,1,5,260000,Manual,0,1,1,0,"7,5",1,0,0,0,1,0,1,0,1,0,1,0,1,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,"5,6",1,1,0,0,0,0,49,Toyota,Avensis,110.0,Very Low,123
0,Other,Passenger minibus,750,0,0,1995,Front wheel drive (FWD),Diesel,0,0,0,9,260360,Manual,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Volkswagen,Transporter,57.0,Very Low,124
0,White,Saloon / sedan,750,0,0,1994,Front wheel drive (FWD),Diesel,0,0,0,5,343273,Manual,0,1,0,0,"7,9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"6,7",0,0,0,0,0,0,51,Audi,80,55.0,Low,125
170,Brown / beige,Saloon / sedan,750,0,0,2004,Front wheel drive (FWD),Petrol / LPG,0,0,0,5,260000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,France,0,0,Volkswagen,Bora,77.0,Low,126
139,Green / olive,Wagon,750,0,0,1998,Front wheel drive (FWD),Diesel,0,0,0,5,50000,Manual,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,Germany,0,0,Volkswagen,Golf,81.0,Low,127
0,Blue,Hatchback,750,1,0,1997,0,Petrol,0,0,0,5,177215,Manual,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"4,5",0,0,0,0,Germany,0,5,Volkswagen,Golf,44.0,Very Low,128
0,White,Passenger minibus,760,0,0,1996,Front wheel drive (FWD),Diesel,0,0,0,0,326174,Manual,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,https://en.autoplius.lt/ads/volkswagen-passat-2-0-l-wagon-2002-petrol-27122025.html,0,0,0,0,0,1,Germany,0,0,Volkswagen,Multivan,75.0,Low,129
159,Black,Wagon,760,0,0,2002,Front wheel drive (FWD),Petrol,0,0,0,5,275000,Manual,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-passat-2-0-l-wagon-2002-petrol-27122025.html,0,"6,2",0,0,0,0,Switzerland,0,5,Volkswagen,Passat,85.0,Low,130
0,White,Passenger minibus,760,0,0,1996,Front wheel drive (FWD),Diesel,0,0,0,0,326174,Manual,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,1,Germany,0,0,Volkswagen,Multivan,75.0,Low,131
159,Black,Wagon,760,0,0,2002,Front wheel drive (FWD),Petrol,0,0,0,5,275000,Manual,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"6,2",0,0,0,0,Switzerland,0,5,Volkswagen,Passat,85.0,Low,132
0,White,Passenger minibus,760,0,0,1996,Front wheel drive (FWD),Diesel,0,0,0,0,326174,Manual,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,1,Germany,0,0,Volkswagen,Multivan,75.0,Low,133
159,Black,Wagon,760,0,0,2002,Front wheel drive (FWD),Petrol,0,0,0,5,275000,Manual,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"6,2",0,0,0,0,Switzerland,0,5,Volkswagen,Passat,85.0,Low,134
0,White,Passenger minibus,760,0,0,1996,Front wheel drive (FWD),Diesel,0,0,0,0,326174,Manual,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,1,Germany,0,0,Volkswagen,Multivan,75.0,Low,135
159,Black,Wagon,760,0,0,2002,Front wheel drive (FWD),Petrol,0,0,0,5,275000,Manual,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"6,2",0,0,0,0,Switzerland,0,5,Volkswagen,Passat,85.0,Low,136
165,Green / olive,MPV / minivan,790,0,0,1999,Front wheel drive (FWD),Diesel,0,0,0,5,147000,Manual,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/renault-scenic-1-9-l-mpv-minivan-1999-diesel-27102213.html,0,"6,2",0,0,0,0,0,0,51,Renault,Scenic,72.0,Very Low,137
